#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:44:16]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	avestan   	vedic   	oldpersian   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         736 	0.27976701 	0.70397350 	0.98489818 	0.35579164 	0.05273123 	0.02558447 	0.82089730 	0.38442848 	0.08603303 	0.96902087 	0.89908551 	0.85693240 	0.81294571 	0.55284608 	0.26193149 	0.47542477 	0.98964601 	0.86184151 	0.08389639 	0.80145276 	0.79349622 	0.74543493 	0.53626626 	0.12202097 	
         737 	0.36333448 	0.69466783 	0.99825663 	0.80082307 	0.06448509 	0.39539654 	0.72446746 	0.23478330 	0.52183888 	0.95376412 	0.86787683 	0.73178351 	0.92006572 	0.56444796 	0.50663798 	0.73086491 	0.98970492 	0.95924891 	0.39866836 	0.83388078 	0.98407888 	0.82555691 	0.25185757 	0.67128459 	
         738 	0.38312842 	0.80221998 	0.97872626 	0.89873629 	0.70837368 	0.61505930 	0.36175567 	0.85989931 	0.69472661 	0.95040983 	0.86390686 	0.35230842 	0.83620749 	0.41202702 	0.58797019 	0.49283273 	0.96017851 	0.89157174 	0.20466579 	0.71006141 	0.94029700 	0.18577539 	0.04498381 	0.48995037 	
         739 	0.83367589 	0.88294306 	0.86894202 	0.84291247 	0.03952663 	0.52895870 	0.49940871 	0.83709899 	0.95124772 	0.82951171 	0.81043158 	0.33123857 	0.61110509 	0.84725676 	0.60747833 	0.31756870 	0.97908053 	0.85003396 	0.57580650 	0.89057346 	0.94825471 	0.53624668 	0.47225999 	0.47491367 	
         740 	0.61054735 	0.69465090 	0.07428088 	0.67629622 	0.48924663 	0.86231654 	0.71248633 	0.89710721 	0.90620762 	0.54429226 	0.42728802 	0.10333046 	0.59977213 	0.96001166 	0.24107990 	0.43617812 	0.95531861 	0.85793201 	0.05091782 	0.81650087 	0.53459408 	0.76855744 	0.01981827 	0.33192806 	
         741 	0.24749188 	0.69150328 	0.36277365 	0.49079436 	0.31292769 	0.94233291 	0.40282131 	0.79532823 	0.79662264 	0.62592080 	0.30722138 	0.48468836 	0.68105589 	0.37081756 	0.85347378 	0.28292194 	0.95459625 	0.85143328 	0.05199729 	0.55531062 	0.33579111 	0.07003561 	0.27883380 	0.01653483 	
         742 	0.13792671 	0.41554783 	0.24859955 	0.51938521 	0.03173813 	0.97387416 	0.57829621 	0.17368105 	0.43555343 	0.66136698 	0.68669529 	0.23457633 	0.25742714 	0.30124203 	0.80580547 	0.56874728 	0.28432318 	0.81525362 	0.73268782 	0.81472606 	0.33118405 	0.02723151 	0.43434137 	0.46559129 	
         743 	0.10050543 	0.70533576 	0.69424319 	0.41969576 	0.27023164 	0.98891491 	0.55934631 	0.53805514 	0.11311309 	0.63237254 	0.26319138 	0.08124548 	0.31668671 	0.32809830 	0.21376506 	0.00617002 	0.46841090 	0.47324782 	0.35311107 	0.69456239 	0.41338294 	0.06360705 	0.01142512 	0.27786084 	
         744 	0.68359005 	0.86757737 	0.04530354 	0.73900762 	0.53575929 	0.97478605 	0.44406480 	0.61525800 	0.15936802 	0.26815606 	0.47685763 	0.18633119 	0.36795943 	0.25308209 	0.49421769 	0.03340435 	0.18903820 	0.28380748 	0.29997178 	0.62256883 	0.25810944 	0.51810975 	0.47504701 	0.31652120 	
         745 	0.75292056 	0.98297962 	0.48211183 	0.83833898 	0.05951436 	0.99024637 	0.31795344 	0.91912289 	0.73591156 	0.88012690 	0.49083936 	0.65703455 	0.10081224 	0.34646616 	0.78134117 	0.32711724 	0.72303482 	0.10489561 	0.75765033 	0.91370732 	0.65508137 	0.39028140 	0.69041526 	0.00754284 	
         746 	0.88982595 	0.92683240 	0.22673745 	0.29226353 	0.62981456 	0.94881665 	0.25730286 	0.68249105 	0.94124770 	0.62128607 	0.67293518 	0.26212113 	0.40018173 	0.02207184 	0.52393689 	0.79834346 	0.86423744 	0.26793842 	0.11626775 	0.93052899 	0.77466777 	0.59701045 	0.35432521 	0.60445341 	
         747 	0.44735444 	0.96526590 	0.44409513 	0.53207633 	0.53735139 	0.77174435 	0.26287935 	0.54423804 	0.63493812 	0.17748160 	0.16172387 	0.70421144 	0.07551833 	0.17434666 	0.01887864 	0.67472026 	0.81919182 	0.80117223 	0.32672817 	0.92692259 	0.61741054 	0.70497198 	0.35894632 	0.68161198 	
         748 	0.42783670 	0.83330313 	0.15235181 	0.11098025 	0.14759494 	0.69820582 	0.07151704 	0.50352465 	0.66386076 	0.27526649 	0.03949046 	0.19687739 	0.60640141 	0.55410134 	0.21498619 	0.76542596 	0.77530751 	0.80200045 	0.41898385 	0.93357642 	0.71688978 	0.76662597 	0.24716406 	0.83023466 	
         749 	0.58685249 	0.15685625 	0.49640771 	0.67339228 	0.12927515 	0.06599287 	0.22511540 	0.13983848 	0.89802468 	0.55873677 	0.56122609 	0.71585344 	0.21559143 	0.44199667 	0.42247596 	0.01975652 	0.72550187 	0.87433800 	0.34059687 	0.87431416 	0.30592457 	0.86841038 	0.85625571 	0.75999094 	
         750 	0.36937577 	0.59708619 	0.52988443 	0.87233905 	0.24029441 	0.68979510 	0.05235556 	0.72583513 	0.49579787 	0.45659390 	0.42127637 	0.65471392 	0.82203977 	0.76592875 	0.34071491 	0.40530687 	0.29823059 	0.88468777 	0.71206076 	0.86830881 	0.49642849 	0.46296145 	0.92360985 	0.62633149 	
         751 	0.18781467 	0.30006442 	0.84852615 	0.45110467 	0.37980352 	0.73479017 	0.71136334 	0.74053759 	0.43939003 	0.43526220 	0.49024144 	0.14732175 	0.68759000 	0.57893123 	0.70413948 	0.07101891 	0.51698514 	0.06724229 	0.89139686 	0.41433918 	0.09978275 	0.52687979 	0.81573872 	0.38038372 	
         752 	0.42769118 	0.28751366 	0.90588902 	0.52586658 	0.81288293 	0.77874245 	0.70325954 	0.74507793 	0.19104368 	0.26726551 	0.56771186 	0.57717053 	0.01216349 	0.76524372 	0.62512620 	0.37439515 	0.89535108 	0.19100631 	0.96995539 	0.24953690 	0.74660001 	0.62445096 	0.54008934 	0.76135515 	
         753 	0.17894504 	0.19829463 	0.14945950 	0.71881400 	0.07281792 	0.88875025 	0.19101931 	0.14448016 	0.38472603 	0.15671829 	0.54630993 	0.76298333 	0.20674667 	0.82907841 	0.42746126 	0.91744527 	0.83657857 	0.33752977 	0.99555532 	0.04015378 	0.60627171 	0.74840151 	0.22059200 	0.30081579 	
         754 	0.04358385 	0.23821944 	0.01058419 	0.40636445 	0.46730497 	0.75139452 	0.06104954 	0.05615891 	0.15438090 	0.50916821 	0.50451755 	0.05342068 	0.56539549 	0.06188334 	0.24601855 	0.93312252 	0.94084795 	0.14230982 	0.98875021 	0.64712295 	0.43996077 	0.70681436 	0.66943808 	0.12684104 	
         755 	0.06402977 	0.66963636 	0.58714932 	0.25650454 	0.25199766 	0.36578966 	0.50271759 	0.41639341 	0.23744329 	0.34572385 	0.85240854 	0.21081252 	0.43287752 	0.69197636 	0.14398333 	0.97447848 	0.97075375 	0.48458272 	0.94662234 	0.73260302 	0.38355442 	0.47157439 	0.93546414 	0.28512731 	
         756 	0.35697969 	0.34343698 	0.09034668 	0.59598903 	0.01752812 	0.43746406 	0.41574437 	0.29303150 	0.55626394 	0.07266313 	0.79192533 	0.17400436 	0.46142291 	0.62665266 	0.52900053 	0.96252733 	0.71926990 	0.51568694 	0.90536335 	0.19480711 	0.30795073 	0.85726379 	0.82008816 	0.18873872 	
         757 	0.71475331 	0.24802370 	0.68958109 	0.65590959 	0.53294404 	0.73605363 	0.01732126 	0.58374014 	0.75599162 	0.16882914 	0.97238693 	0.94878337 	0.90541452 	0.80631795 	0.55525058 	0.98042198 	0.21657197 	0.92503239 	0.88931875 	0.68190002 	0.01067831 	0.72863945 	0.84715927 	0.25609123 	
         758 	0.32756885 	0.00506907 	0.13034655 	0.51278379 	0.39198943 	0.20095621 	0.53777093 	0.30801243 	0.14338900 	0.36328014 	0.85105511 	0.98230128 	0.90115769 	0.91741286 	0.39828860 	0.95158474 	0.14844534 	0.98641305 	0.86450498 	0.29892819 	0.02100233 	0.74583537 	0.96054707 	0.27740163 	
         759 	0.05792577 	0.31122791 	0.80010244 	0.38168460 	0.43041113 	0.02727800 	0.50179323 	0.90908351 	0.32024226 	0.56621097 	0.16643250 	0.96824016 	0.30992897 	0.49589230 	0.53348793 	0.93008492 	0.05172925 	0.98467187 	0.80480232 	0.80765403 	0.07583665 	0.67634376 	0.81180460 	0.22216842 	
         760 	0.10654728 	0.08251406 	0.79430175 	0.44828676 	0.35874517 	0.09343113 	0.27285126 	0.52855392 	0.57798553 	0.28407131 	0.69146879 	0.98076278 	0.13470467 	0.09265085 	0.43068787 	0.89020376 	0.82392244 	0.97257966 	0.80398336 	0.69440104 	0.60135878 	0.15304540 	0.91270353 	0.11535206 	
         761 	0.52342203 	0.17696413 	0.61996874 	0.65105159 	0.56419194 	0.37993909 	0.62261276 	0.68204231 	0.24780408 	0.72089651 	0.10784459 	0.95168303 	0.17279239 	0.07571901 	0.02676388 	0.89873389 	0.80263188 	0.96937130 	0.83752034 	0.48417525 	0.47433280 	0.49279849 	0.77697499 	0.32982968 	
         762 	0.61331691 	0.62287666 	0.15512164 	0.45539631 	0.17463957 	0.00085453 	0.01248515 	0.61452052 	0.19166640 	0.37267818 	0.09791550 	0.74833135 	0.22786971 	0.11642643 	0.35436095 	0.83355396 	0.56957125 	0.15515076 	0.39646259 	0.40742583 	0.04164913 	0.65724808 	0.19252301 	0.57312158 	
         763 	0.27461310 	0.66545953 	0.70233490 	0.53375258 	0.15144211 	0.62278550 	0.15985562 	0.80376566 	0.67698453 	0.81851961 	0.70744786 	0.18586715 	0.72638926 	0.08889830 	0.39569165 	0.92166474 	0.69052859 	0.45904776 	0.15130029 	0.35778149 	0.48026547 	0.26259366 	0.36300693 	0.00543204 	
         764 	0.28881830 	0.71929721 	0.93846761 	0.21371343 	0.46327021 	0.93128291 	0.58056562 	0.75602694 	0.44969146 	0.89682525 	0.04833191 	0.35535789 	0.41374499 	0.30344314 	0.28524835 	0.70356037 	0.75612528 	0.23557704 	0.81047859 	0.61526077 	0.46056035 	0.66481664 	0.41928719 	0.77888095 	
         765 	0.80179833 	0.71488596 	0.15168682 	0.08890442 	0.74719860 	0.89877345 	0.08153056 	0.02671788 	0.41987299 	0.89857342 	0.31105601 	0.70358796 	0.38614963 	0.38116146 	0.82513866 	0.32833782 	0.65797860 	0.41115284 	0.77240878 	0.40858267 	0.30252413 	0.60427747 	0.41043325 	0.88442549 	
         766 	0.41963461 	0.21356354 	0.29980160 	0.48257237 	0.66849517 	0.47374801 	0.55200227 	0.50276214 	0.34594156 	0.74588936 	0.05178076 	0.44212978 	0.14599007 	0.41115483 	0.65022558 	0.53504834 	0.31947951 	0.81804793 	0.89896612 	0.24567637 	0.40328071 	0.65418377 	0.72459660 	0.93740282 	
         767 	0.53301422 	0.28078100 	0.65863569 	0.08335248 	0.06368404 	0.25924401 	0.34907817 	0.26062889 	0.36318155 	0.32241189 	0.54511363 	0.10602696 	0.89030298 	0.08147131 	0.18293508 	0.25000657 	0.84419930 	0.05340916 	0.64800386 	0.50990624 	0.30395638 	0.41822400 	0.20461923 	0.83520480 	
         768 	0.34619461 	0.04643023 	0.83804541 	0.56526661 	0.51635748 	0.02194322 	0.90748591 	0.88113056 	0.61861799 	0.31026042 	0.17510482 	0.40913933 	0.09189777 	0.66014831 	0.01230859 	0.48529900 	0.07413160 	0.01648272 	0.23584552 	0.21297505 	0.90512003 	0.90710502 	0.07878432 	0.82956527 	
         769 	0.29462560 	0.57511842 	0.85905609 	0.53852098 	0.82011501 	0.15340694 	0.92964362 	0.30788237 	0.53254883 	0.59868464 	0.11868700 	0.54684792 	0.63339830 	0.70635699 	0.71314204 	0.77639849 	0.01292997 	0.30496407 	0.50189305 	0.27147272 	0.94287180 	0.88746564 	0.44044606 	0.98856097 	
         770 	0.22014435 	0.70174361 	0.28953156 	0.48970407 	0.95920003 	0.42727129 	0.89933999 	0.55311774 	0.58935985 	0.28550451 	0.77885598 	0.61616649 	0.21013012 	0.22521026 	0.74749008 	0.24293517 	0.07371713 	0.00005065 	0.60528394 	0.22375279 	0.98066911 	0.80297103 	0.56671604 	0.98470535 	
         771 	0.04150963 	0.04731366 	0.18574403 	0.91973478 	0.89176865 	0.42540585 	0.57904692 	0.24247014 	0.83014453 	0.32614586 	0.12102079 	0.08398148 	0.12895036 	0.65562286 	0.63970241 	0.16281887 	0.19979540 	0.35660528 	0.12457066 	0.63087459 	0.96110978 	0.42515065 	0.26777398 	0.99350729 	
         772 	0.21667899 	0.53891343 	0.50318656 	0.91005411 	0.77176582 	0.53306960 	0.05773437 	0.32654178 	0.81913819 	0.80995071 	0.49817889 	0.16444060 	0.09533534 	0.83248733 	0.47275798 	0.00618841 	0.49056945 	0.77449022 	0.41233452 	0.11475088 	0.57901096 	0.06421254 	0.45897206 	0.98581153 	
         773 	0.24690456 	0.24280632 	0.75009473 	0.38317108 	0.79172600 	0.79672899 	0.65580355 	0.66459871 	0.77174095 	0.93243727 	0.03642053 	0.17125542 	0.46769817 	0.92134951 	0.18007065 	0.10574216 	0.66942414 	0.87761564 	0.82999192 	0.55175802 	0.86126539 	0.27781609 	0.98569450 	0.96689364 	
         774 	0.23289250 	0.21843988 	0.83354124 	0.91555428 	0.12394537 	0.54232020 	0.33594222 	0.19594652 	0.42240072 	0.80140894 	0.05159540 	0.76834938 	0.43464719 	0.84928514 	0.58432491 	0.62305585 	0.52505016 	0.56241506 	0.65060096 	0.44758104 	0.95760833 	0.16479482 	0.99707791 	0.95813799 	
         775 	0.51007397 	0.20631777 	0.29759583 	0.93055122 	0.27809948 	0.25989048 	0.88258180 	0.43539288 	0.73740625 	0.34770939 	0.07706095 	0.22226512 	0.68592316 	0.67993080 	0.51815831 	0.34937346 	0.37861436 	0.89294783 	0.79538832 	0.19601822 	0.81508260 	0.79999971 	0.95768119 	0.93798936 	
         776 	0.17921052 	0.77043047 	0.62631084 	0.77969328 	0.32090065 	0.19965211 	0.97170726 	0.40424463 	0.90445984 	0.47082829 	0.69936748 	0.66042455 	0.85781693 	0.86341550 	0.49174838 	0.79235373 	0.18528540 	0.87220731 	0.52417289 	0.20409724 	0.64628506 	0.36843325 	0.95730850 	0.82123827 	
         777 	0.37424631 	0.53057178 	0.27660244 	0.92112751 	0.68875268 	0.12029208 	0.71503819 	0.56374288 	0.58659200 	0.27474576 	0.14970585 	0.48694158 	0.22475582 	0.04942781 	0.29968577 	0.60972575 	0.53713367 	0.29865197 	0.60199023 	0.27514228 	0.09366600 	0.63185023 	0.97766638 	0.84170862 	
         778 	0.51488233 	0.57410317 	0.33089732 	0.94227587 	0.01967538 	0.83693869 	0.86868237 	0.76136376 	0.01613100 	0.06910742 	0.41887654 	0.04654969 	0.73363068 	0.07087751 	0.01622472 	0.68704025 	0.48609463 	0.01780037 	0.93464186 	0.79507748 	0.74700191 	0.67955310 	0.99517296 	0.89905283 	
         779 	0.18134823 	0.11916153 	0.40540927 	0.91831564 	0.79501335 	0.48511341 	0.94377489 	0.37966083 	0.01554023 	0.04467614 	0.41960857 	0.18660649 	0.11645002 	0.52318592 	0.62565952 	0.62553746 	0.04168323 	0.22195362 	0.89881869 	0.93145388 	0.76892969 	0.78389216 	0.97794369 	0.70907822 	
         780 	0.04238213 	0.25254855 	0.10442206 	0.79113431 	0.79581973 	0.79289091 	0.29096927 	0.71130436 	0.09230155 	0.31758268 	0.07477006 	0.63852771 	0.41569616 	0.78952852 	0.74100654 	0.05001414 	0.69829650 	0.51321055 	0.49264423 	0.84540686 	0.40983834 	0.27816418 	0.96588390 	0.32845173 	
         781 	0.50777962 	0.60129654 	0.20176832 	0.71333602 	0.05263710 	0.09449872 	0.05905342 	0.36323898 	0.18709818 	0.80219399 	0.33737421 	0.79631899 	0.52913259 	0.86226575 	0.87476820 	0.35550250 	0.07216165 	0.65316536 	0.03879741 	0.14460762 	0.36705484 	0.01566929 	0.99533268 	0.25913028 	
         782 	0.11030855 	0.39948931 	0.43900812 	0.77205815 	0.25486051 	0.33894439 	0.72460606 	0.28829649 	0.14274568 	0.11528511 	0.12416426 	0.26431895 	0.85249727 	0.73005363 	0.93095866 	0.52797630 	0.71789870 	0.18687350 	0.52787516 	0.02010128 	0.53643904 	0.26190857 	0.94467413 	0.72094165 	
         783 	0.11462071 	0.21621552 	0.66413571 	0.86250328 	0.30105333 	0.56889096 	0.68928792 	0.38445292 	0.56020528 	0.13862685 	0.04976061 	0.67771949 	0.76557336 	0.05475802 	0.98951560 	0.28014898 	0.55142787 	0.79692418 	0.52883863 	0.06819445 	0.56273144 	0.11449055 	0.70714283 	0.95744198 	
         784 	0.57333382 	0.74718679 	0.30557650 	0.79133567 	0.74031632 	0.19814480 	0.67215874 	0.78935382 	0.73996620 	0.80059354 	0.82016275 	0.78441421 	0.21523816 	0.10599293 	0.96925953 	0.49066588 	0.15204579 	0.50195564 	0.16850759 	0.44731476 	0.58669361 	0.47039944 	0.32253767 	0.97334156 	
         785 	0.31098328 	0.70743632 	0.16343312 	0.89477040 	0.45350832 	0.51321078 	0.41388283 	0.89316483 	0.92545374 	0.63206477 	0.32378279 	0.37533543 	0.07992166 	0.18096976 	0.96236894 	0.45716667 	0.45794273 	0.79989874 	0.45955370 	0.76670841 	0.00584392 	0.17150510 	0.16123007 	0.98925032 	
         786 	0.28597349 	0.67787860 	0.23404168 	0.79953524 	0.85805100 	0.62618028 	0.44833567 	0.85721863 	0.75940717 	0.12440210 	0.48860614 	0.75313765 	0.70899970 	0.40123733 	0.93122504 	0.26066678 	0.08626029 	0.69362820 	0.83932797 	0.41141308 	0.22415146 	0.17590143 	0.41902357 	0.98723469 	
         787 	0.41215834 	0.37346823 	0.32051504 	0.77658473 	0.96236522 	0.27552799 	0.48856509 	0.29051289 	0.98278914 	0.06661535 	0.36691291 	0.87802557 	0.42880098 	0.73307676 	0.96421136 	0.74681288 	0.13027668 	0.15134616 	0.88839547 	0.07119911 	0.59550485 	0.63898416 	0.29335525 	0.94092574 	
         788 	0.02516399 	0.75973373 	0.33750714 	0.91802737 	0.97737332 	0.46079117 	0.76287298 	0.52841623 	0.99791546 	0.07690818 	0.85549908 	0.68332901 	0.10643315 	0.78710877 	0.94425807 	0.33984429 	0.36898484 	0.66590009 	0.85629072 	0.50312653 	0.93787101 	0.26349355 	0.75329703 	0.94435493 	
         789 	0.07112687 	0.63381755 	0.65371813 	0.60453811 	0.99595009 	0.95468466 	0.96589027 	0.74983546 	0.99787876 	0.15214509 	0.94394018 	0.21949469 	0.03775900 	0.94695312 	0.83256383 	0.54133689 	0.09055338 	0.89541531 	0.94887815 	0.42080325 	0.84240897 	0.16550864 	0.55600140 	0.98298481 	
         790 	0.37661100 	0.66118679 	0.61696817 	0.78532117 	0.99675500 	0.77311543 	0.98439979 	0.63448127 	0.99878360 	0.24900460 	0.44229584 	0.47052940 	0.25596689 	0.92985355 	0.86523687 	0.49884787 	0.28302255 	0.91709338 	0.04329190 	0.84572900 	0.86699884 	0.79400358 	0.08630082 	0.99231520 	
         791 	0.00214678 	0.72655465 	0.90702298 	0.79545101 	0.97015519 	0.73607176 	0.97665663 	0.47034347 	0.99701648 	0.72433904 	0.55714530 	0.08180027 	0.47307183 	0.40527856 	0.53803902 	0.67360754 	0.19591688 	0.80349292 	0.04855738 	0.27602107 	0.75262474 	0.41295311 	0.00502105 	0.98961675 	
         792 	0.57656363 	0.43482327 	0.91539615 	0.77539918 	0.95751272 	0.72283570 	0.98908189 	0.85002844 	0.99970509 	0.78042209 	0.07021435 	0.36456816 	0.45255824 	0.23922027 	0.04040475 	0.73874470 	0.61563889 	0.89035380 	0.08073849 	0.19560683 	0.94489171 	0.01227049 	0.15572439 	0.99612610 	
         793 	0.57891371 	0.14234115 	0.71722950 	0.74374519 	0.93458206 	0.76481213 	0.95766775 	0.88270004 	0.99980974 	0.13490215 	0.43565541 	0.39339062 	0.26224771 	0.19613770 	0.14556625 	0.51626042 	0.78782596 	0.98773493 	0.05890707 	0.01770714 	0.89140027 	0.32577577 	0.52087761 	0.99569468 	
         794 	0.92208697 	0.57644746 	0.52524019 	0.88433419 	0.31322375 	0.11062266 	0.93314818 	0.78815428 	0.99993717 	0.19620616 	0.32536705 	0.41492052 	0.11318926 	0.56806512 	0.67951951 	0.18905852 	0.70928830 	0.98691028 	0.51934162 	0.33327225 	0.96730149 	0.18936039 	0.39014148 	0.99528962 	
         795 	0.91894914 	0.85679956 	0.09393243 	0.71049208 	0.53800562 	0.03269565 	0.98601693 	0.15032478 	0.99994381 	0.34059424 	0.35243323 	0.46479901 	0.04386335 	0.41454708 	0.84390258 	0.90796950 	0.80419667 	0.97989268 	0.47839141 	0.02264871 	0.90481609 	0.14973150 	0.84739775 	0.99335726 	
         796 	0.88268746 	0.67128103 	0.57202423 	0.86061429 	0.21698407 	0.07228066 	0.88976304 	0.24787225 	0.99994611 	0.50471703 	0.30649104 	0.43921551 	0.04842959 	0.28689995 	0.61919399 	0.82862443 	0.86257710 	0.83601827 	0.22782273 	0.57902275 	0.81289578 	0.88858881 	0.49609150 	0.99331892 	
         797 	0.78243159 	0.72160381 	0.36838387 	0.93057186 	0.70286163 	0.63534444 	0.50438698 	0.46112097 	0.99998341 	0.59725087 	0.08214022 	0.10476157 	0.45440500 	0.55915037 	0.19721975 	0.85319067 	0.68321131 	0.64349528 	0.49748281 	0.60767755 	0.94133393 	0.44158859 	0.46247762 	0.94279119 	
         798 	0.30309752 	0.51231371 	0.39885976 	0.80493574 	0.73328010 	0.05183590 	0.20977397 	0.67572579 	0.99992832 	0.14367920 	0.08784806 	0.10783988 	0.78474922 	0.18237854 	0.47979809 	0.74277698 	0.51957705 	0.25300190 	0.57554679 	0.88448251 	0.93299487 	0.79229746 	0.57396834 	0.82053647 	
         799 	0.08890048 	0.18507704 	0.38686144 	0.76785308 	0.73681346 	0.12645002 	0.46654027 	0.97766656 	0.99981716 	0.32334466 	0.48009503 	0.40700908 	0.93165836 	0.30508721 	0.20046356 	0.70155713 	0.44105021 	0.84024579 	0.60931693 	0.09166904 	0.83835061 	0.68222171 	0.37907208 	0.23441394 	
         800 	0.12866693 	0.64936049 	0.50794068 	0.90947122 	0.85363875 	0.72235640 	0.26703283 	0.96409829 	0.99959547 	0.47801970 	0.70101649 	0.09230405 	0.59050180 	0.73581900 	0.56297882 	0.18486606 	0.17681268 	0.92208451 	0.41823646 	0.11963502 	0.86885904 	0.34413858 	0.79087210 	0.57816097 	
         801 	0.81505573 	0.68373300 	0.53319364 	0.34294798 	0.73646597 	0.53753176 	0.66197623 	0.99064999 	0.99906945 	0.42045497 	0.68008187 	0.06641902 	0.59976449 	0.59319523 	0.44313765 	0.32135699 	0.05955031 	0.93538306 	0.82706528 	0.36212898 	0.85074826 	0.28602814 	0.82444902 	0.05109305 	
         802 	0.93550067 	0.65327708 	0.94675711 	0.11559328 	0.73597681 	0.25149633 	0.71416269 	0.95851153 	0.99853594 	0.27640891 	0.68272692 	0.06953950 	0.55897287 	0.06777893 	0.04598958 	0.41625384 	0.55578879 	0.91459481 	0.36461017 	0.30365179 	0.20441676 	0.66394413 	0.10125467 	0.08586402 	
         803 	0.95916488 	0.53003071 	0.96525288 	0.58587895 	0.61406139 	0.93921757 	0.65597575 	0.96081912 	0.99852430 	0.63001256 	0.34965891 	0.12130517 	0.04077758 	0.22835978 	0.64539104 	0.72329778 	0.18336525 	0.80897503 	0.66103811 	0.74907172 	0.01880335 	0.20348419 	0.36291987 	0.39204217 	
         804 	0.98577443 	0.00935857 	0.75415108 	0.59686456 	0.06527152 	0.96022798 	0.78926621 	0.95082271 	0.99568737 	0.05174704 	0.46871734 	0.34672357 	0.40625645 	0.31211765 	0.14027785 	0.10591962 	0.19851339 	0.02317477 	0.22838164 	0.78622175 	0.81252493 	0.15773796 	0.66690717 	0.70598733 	
         805 	0.97859771 	0.19057462 	0.72588557 	0.33743799 	0.71640289 	0.84784449 	0.95105167 	0.98359943 	0.99887837 	0.67280380 	0.51772417 	0.59992519 	0.06668592 	0.16290434 	0.15384477 	0.53132344 	0.04648764 	0.47002261 	0.92813806 	0.43606488 	0.74238461 	0.79613080 	0.11260442 	0.38257113 	
         806 	0.96718167 	0.47118887 	0.14684776 	0.48791929 	0.01564706 	0.88794633 	0.91442717 	0.98382464 	0.99802818 	0.27938945 	0.67523705 	0.13747007 	0.04069029 	0.17715428 	0.32038207 	0.79107571 	0.10643783 	0.67390761 	0.82210484 	0.87992767 	0.89771512 	0.88627373 	0.36910983 	0.60508311 	
         807 	0.91698461 	0.22514426 	0.58216507 	0.64875223 	0.31344566 	0.96171138 	0.83400128 	0.96526981 	0.98903021 	0.49646915 	0.81595378 	0.86940176 	0.48503609 	0.51703436 	0.03506533 	0.94298695 	0.40207281 	0.67238202 	0.44112026 	0.92019596 	0.64206264 	0.93003689 	0.53728732 	0.57065744 	
         808 	0.14552350 	0.75725087 	0.34263138 	0.85343922 	0.02519065 	0.95727378 	0.85751589 	0.93566601 	0.88763431 	0.43082249 	0.13812524 	0.64415666 	0.01122905 	0.16874904 	0.45091577 	0.84677095 	0.10802619 	0.59521061 	0.41074277 	0.79024482 	0.12289942 	0.96445980 	0.46519909 	0.49917860 	
         809 	0.17112649 	0.27333454 	0.34573684 	0.00318915 	0.13239424 	0.89422586 	0.89960950 	0.97285525 	0.65171210 	0.06710797 	0.14455819 	0.22776532 	0.49123962 	0.14403779 	0.02897100 	0.54381552 	0.61827266 	0.90840937 	0.51143914 	0.91169176 	0.28339879 	0.86763972 	0.62428899 	0.71989811 	
         810 	0.00433733 	0.08199140 	0.13464517 	0.05783728 	0.44949572 	0.56240020 	0.88693846 	0.92717680 	0.56771705 	0.79760151 	0.06551690 	0.71110428 	0.09482990 	0.76600982 	0.61029736 	0.35959498 	0.81722216 	0.74065175 	0.86512570 	0.17288379 	0.25431265 	0.71847166 	0.83821137 	0.33989750 	
         811 	0.60230230 	0.28407884 	0.48152982 	0.82690283 	0.04086155 	0.26623213 	0.59015718 	0.41448827 	0.45648114 	0.40128361 	0.23223440 	0.69268789 	0.51257936 	0.36276032 	0.03626954 	0.80394410 	0.79390399 	0.78283223 	0.83488582 	0.10452173 	0.14467704 	0.54302988 	0.22601980 	0.37171387 	
         812 	0.28013772 	0.25780090 	0.19007695 	0.36654517 	0.19933453 	0.10637133 	0.77496025 	0.89384046 	0.66196307 	0.71616940 	0.62029597 	0.28433121 	0.24817455 	0.71712104 	0.67875060 	0.76239426 	0.87393216 	0.81444893 	0.53426061 	0.20647513 	0.25860637 	0.82397487 	0.79935865 	0.62382615 	
         813 	0.47005131 	0.29481476 	0.01351969 	0.02635047 	0.34014887 	0.15978230 	0.22492638 	0.11425666 	0.82729507 	0.51341187 	0.73162519 	0.04800464 	0.04719982 	0.68429248 	0.77502918 	0.87801841 	0.61184230 	0.81074927 	0.68840840 	0.00517490 	0.11745564 	0.77300652 	0.42658177 	0.48656797 	
         814 	0.06513413 	0.57692156 	0.29892076 	0.03959316 	0.57084030 	0.33767913 	0.52848344 	0.74022152 	0.81035679 	0.07555439 	0.39813243 	0.60310806 	0.33952011 	0.65484560 	0.93108383 	0.31925213 	0.78018930 	0.89777976 	0.48952737 	0.29525537 	0.22079713 	0.52559752 	0.30524676 	0.39680664 	
