#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:44:16]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	avestan   	vedic   	oldpersian   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         617 	0.15457310 	0.63376615 	0.43037477 	0.27608047 	0.09008005 	0.29854978 	0.55664159 	0.44892584 	0.68595152 	0.18733600 	0.60397740 	0.31090034 	0.73730583 	0.88668604 	0.00421539 	0.87191578 	0.08568326 	0.15520618 	0.00297143 	0.27507289 	0.16086185 	0.09783685 	0.61471417 	0.68775157 	
         618 	0.27574586 	0.62483442 	0.76333874 	0.53635005 	0.49431636 	0.42923656 	0.90431125 	0.17314273 	0.63285808 	0.33089881 	0.29375305 	0.00566849 	0.39177942 	0.01432489 	0.01236467 	0.74236084 	0.03064246 	0.31207771 	0.66837006 	0.51412116 	0.42580688 	0.80116664 	0.50470967 	0.16049598 	
         619 	0.55835403 	0.13180257 	0.47970657 	0.06163405 	0.31518456 	0.78006875 	0.70229943 	0.07972799 	0.32731680 	0.11020313 	0.49235293 	0.09831265 	0.32034704 	0.37075926 	0.14951879 	0.86539117 	0.15576696 	0.44030044 	0.83072126 	0.53703259 	0.83154321 	0.56274677 	0.58372784 	0.36387179 	
         620 	0.51054895 	0.20853234 	0.63183421 	0.48000408 	0.67245258 	0.81856154 	0.64726149 	0.74058089 	0.22237943 	0.43463728 	0.83243440 	0.42111861 	0.00828654 	0.09208516 	0.12234088 	0.74755468 	0.29720315 	0.79778791 	0.81509115 	0.90428652 	0.42108474 	0.48654117 	0.51075467 	0.33848897 	
         621 	0.38505941 	0.30884573 	0.03508061 	0.80314061 	0.91981140 	0.91230058 	0.08632732 	0.72213865 	0.60651419 	0.85980159 	0.57371011 	0.73935219 	0.37619141 	0.76245305 	0.07148931 	0.77918555 	0.63547014 	0.80996230 	0.72403838 	0.94861498 	0.18268636 	0.31043374 	0.17500667 	0.75392572 	
         622 	0.37179565 	0.24520326 	0.11616572 	0.07577809 	0.95509933 	0.97500862 	0.42562134 	0.73381429 	0.91531173 	0.26076751 	0.69953576 	0.41380138 	0.66363403 	0.51055739 	0.68539253 	0.79951211 	0.89521698 	0.93579660 	0.46539307 	0.83129840 	0.36178466 	0.65213331 	0.41667012 	0.49393887 	
         623 	0.20414066 	0.40554035 	0.05455271 	0.72793854 	0.97125401 	0.92559731 	0.73939044 	0.11898875 	0.96142025 	0.41339817 	0.13020122 	0.01289085 	0.28333889 	0.44101271 	0.47846361 	0.67326573 	0.89235925 	0.55690728 	0.12607974 	0.48711639 	0.63745717 	0.44071199 	0.77023116 	0.43715252 	
         624 	0.95276908 	0.38237383 	0.25095547 	0.36403446 	0.81111879 	0.90134679 	0.92620748 	0.42785761 	0.89294288 	0.11924171 	0.39284213 	0.07987186 	0.72544305 	0.13682320 	0.58004615 	0.76363780 	0.98360725 	0.61426750 	0.18819789 	0.42914398 	0.31879507 	0.69625525 	0.62021529 	0.48325745 	
         625 	0.89071877 	0.65638802 	0.29358539 	0.54170217 	0.12158274 	0.97865553 	0.98013989 	0.48896962 	0.31483047 	0.17988352 	0.39993985 	0.63950858 	0.54282012 	0.10246257 	0.38041546 	0.34587717 	0.99120578 	0.95016992 	0.36101419 	0.58467070 	0.21569039 	0.87952408 	0.64208281 	0.04417397 	
         626 	0.90664926 	0.76018722 	0.34824284 	0.29464791 	0.08268188 	0.91742970 	0.99665527 	0.87447224 	0.36570230 	0.52306588 	0.46782250 	0.62637445 	0.50222218 	0.32438803 	0.74534727 	0.54466812 	0.98327352 	0.76415732 	0.14473637 	0.47755313 	0.17347258 	0.14732570 	0.57458214 	0.32125914 	
         627 	0.00745111 	0.71222309 	0.10865146 	0.36857790 	0.46202082 	0.52051619 	0.99908764 	0.22465829 	0.11591143 	0.66556215 	0.54748628 	0.86857697 	0.64492494 	0.37483488 	0.54290930 	0.61173413 	0.97005687 	0.89168710 	0.47322965 	0.46680137 	0.67093813 	0.07633267 	0.68598839 	0.00154488 	
         628 	0.25927309 	0.24937457 	0.08456086 	0.15083563 	0.51852965 	0.67503285 	0.98210925 	0.17228844 	0.50602692 	0.43782632 	0.36372479 	0.26079810 	0.19662280 	0.28646182 	0.81296321 	0.85361612 	0.89626698 	0.23143971 	0.50633000 	0.02468985 	0.86421819 	0.59778505 	0.79244126 	0.24750538 	
         629 	0.43659863 	0.66617273 	0.72900936 	0.86962809 	0.37607336 	0.49347733 	0.96325629 	0.42474423 	0.67173519 	0.75765522 	0.09106428 	0.60411007 	0.20048507 	0.58622614 	0.52148520 	0.31407339 	0.79542549 	0.07847044 	0.85943392 	0.63698661 	0.82276998 	0.85343559 	0.87385626 	0.52705424 	
         630 	0.27169410 	0.34997274 	0.61133969 	0.67083248 	0.10118066 	0.32192037 	0.88096509 	0.59396473 	0.44166178 	0.63971421 	0.52268506 	0.20101190 	0.22221399 	0.43951034 	0.53922949 	0.53293179 	0.32215035 	0.37776977 	0.56685694 	0.72133710 	0.87127962 	0.71422673 	0.89604929 	0.02265469 	
         631 	0.26820008 	0.34183822 	0.16056275 	0.58783881 	0.00010194 	0.17577825 	0.84345121 	0.37063871 	0.19351675 	0.70232888 	0.44529077 	0.79718847 	0.73916378 	0.25847428 	0.47055261 	0.09702707 	0.47062673 	0.31040278 	0.53585198 	0.45668795 	0.49858548 	0.72783815 	0.35401426 	0.13248206 	
         632 	0.61794209 	0.01151065 	0.80396211 	0.32160415 	0.62438056 	0.52935793 	0.69685715 	0.30843996 	0.11142830 	0.57390480 	0.78358589 	0.17964091 	0.15088041 	0.12553029 	0.33541862 	0.74997658 	0.42193926 	0.31853926 	0.27436690 	0.45497214 	0.12000517 	0.49084074 	0.56452644 	0.35186666 	
         633 	0.25535472 	0.53193488 	0.84738829 	0.36424417 	0.38716014 	0.89589229 	0.36275863 	0.53885929 	0.24844537 	0.81490283 	0.56265966 	0.02993837 	0.26590519 	0.18866153 	0.84258771 	0.51724092 	0.51949439 	0.77069529 	0.75966611 	0.08947109 	0.44591954 	0.13909317 	0.00748506 	0.76943072 	
         634 	0.23162710 	0.17221585 	0.96078609 	0.16487375 	0.78204901 	0.87846893 	0.62043609 	0.31338444 	0.79880444 	0.31363620 	0.46645423 	0.83451379 	0.81412970 	0.61269497 	0.88573120 	0.02995757 	0.43715856 	0.57501212 	0.52188754 	0.61603354 	0.70234103 	0.62105643 	0.41191495 	0.94849966 	
         635 	0.71102838 	0.69368169 	0.99522543 	0.58722719 	0.18571386 	0.05724373 	0.20406049 	0.39339094 	0.75848944 	0.41911489 	0.34217136 	0.83290342 	0.57331865 	0.31792199 	0.41432657 	0.09481199 	0.25106829 	0.72334201 	0.86626276 	0.75581780 	0.40501775 	0.25880879 	0.71682609 	0.32688011 	
         636 	0.90986755 	0.88372010 	0.98142472 	0.41370960 	0.25755806 	0.39564227 	0.08705674 	0.80861016 	0.82764283 	0.11328872 	0.51791467 	0.84216339 	0.28062339 	0.58683671 	0.19540117 	0.19181361 	0.01019559 	0.91955337 	0.66004827 	0.77401630 	0.34328474 	0.12476061 	0.07776914 	0.61896139 	
         637 	0.88021649 	0.04715898 	0.97578749 	0.58713356 	0.24673142 	0.68289673 	0.01617381 	0.69006202 	0.69007700 	0.13322556 	0.38331012 	0.64937737 	0.37856393 	0.53326419 	0.23097996 	0.06181237 	0.08285559 	0.75446288 	0.92349972 	0.82623617 	0.82006427 	0.73077135 	0.40861318 	0.81865638 	
         638 	0.45283494 	0.00605948 	0.87651447 	0.48270203 	0.08804048 	0.10985288 	0.62117187 	0.58824503 	0.55075806 	0.65490494 	0.60049968 	0.38396004 	0.76019588 	0.39730822 	0.48566800 	0.48569825 	0.25691896 	0.38087286 	0.73175699 	0.63127975 	0.65228010 	0.57535872 	0.11196944 	0.19814032 	
         639 	0.25575409 	0.41426270 	0.51852595 	0.55259560 	0.61989058 	0.06661991 	0.10489603 	0.87293933 	0.68793901 	0.19146916 	0.26755156 	0.17818523 	0.35499235 	0.17805287 	0.09960113 	0.40947140 	0.06717629 	0.25300886 	0.36557531 	0.53874567 	0.97882171 	0.15072706 	0.15652513 	0.33493369 	
         640 	0.46805235 	0.40251228 	0.35079920 	0.62052089 	0.87365189 	0.03002602 	0.49540762 	0.81921263 	0.09738693 	0.00722648 	0.74571187 	0.45383181 	0.00352980 	0.00302077 	0.05850081 	0.79841471 	0.09757685 	0.52609422 	0.09627505 	0.06915850 	0.96285679 	0.28405359 	0.05324427 	0.13219389 	
         641 	0.42637597 	0.43504453 	0.22077781 	0.61738903 	0.53468455 	0.39826739 	0.47871829 	0.51518205 	0.29927141 	0.79498024 	0.59518045 	0.48307407 	0.50156146 	0.05622981 	0.67694899 	0.62176279 	0.04682610 	0.57657721 	0.12675607 	0.17867039 	0.96510801 	0.01102307 	0.36799778 	0.15459009 	
         642 	0.11561971 	0.09299608 	0.55772020 	0.29261642 	0.48571205 	0.22957398 	0.04490085 	0.26442722 	0.46499372 	0.86171424 	0.16776162 	0.38269788 	0.25370403 	0.11294946 	0.85939613 	0.34844260 	0.03218173 	0.71337575 	0.24440762 	0.23384198 	0.99652732 	0.76431309 	0.15489528 	0.10809025 	
         643 	0.13031852 	0.32755863 	0.47673945 	0.17419680 	0.35662777 	0.32433621 	0.66644606 	0.78713941 	0.55769921 	0.84621137 	0.68354082 	0.46475653 	0.13490081 	0.09685616 	0.43004300 	0.31658234 	0.17301546 	0.04153205 	0.01081532 	0.06668388 	0.99673597 	0.41307384 	0.09721106 	0.13494481 	
         644 	0.92926787 	0.13172588 	0.15541290 	0.47428193 	0.36715650 	0.10708552 	0.35979548 	0.11731663 	0.63884441 	0.31085811 	0.17411440 	0.89488999 	0.41917788 	0.31881900 	0.66700596 	0.43855542 	0.10980986 	0.37032169 	0.85795971 	0.46776444 	0.99169339 	0.58722430 	0.36777852 	0.89553914 	
         645 	0.29422667 	0.52866897 	0.26798108 	0.07009896 	0.11202333 	0.69992131 	0.27605454 	0.30568252 	0.25652625 	0.50402135 	0.77085606 	0.90701549 	0.56178460 	0.66933310 	0.34516213 	0.91610919 	0.45914664 	0.80422432 	0.90221040 	0.91100387 	0.99274316 	0.92770611 	0.79054977 	0.63311251 	
         646 	0.49762411 	0.14673735 	0.42047407 	0.12556248 	0.32967719 	0.90412796 	0.77075965 	0.58266532 	0.05976473 	0.62429571 	0.59363865 	0.58986400 	0.14571671 	0.90794409 	0.41893526 	0.94918654 	0.62943098 	0.84636259 	0.85852265 	0.90070160 	0.98895775 	0.94593454 	0.21749800 	0.40691289 	
         647 	0.48538625 	0.00536013 	0.64060218 	0.22871390 	0.52316192 	0.22981962 	0.81310066 	0.03253838 	0.17493236 	0.41864065 	0.34187604 	0.61767429 	0.14632843 	0.34495862 	0.01846564 	0.88304430 	0.57550649 	0.81148645 	0.29453686 	0.18565984 	0.98955656 	0.84297235 	0.36293539 	0.27554338 	
         648 	0.58237475 	0.32058379 	0.15215477 	0.64670873 	0.44483652 	0.17351210 	0.90242583 	0.53597510 	0.80991411 	0.45518197 	0.18452037 	0.66030919 	0.58884480 	0.61602573 	0.76752156 	0.88804907 	0.25277092 	0.53016519 	0.47989701 	0.41483236 	0.96674097 	0.54270050 	0.45894533 	0.48539847 	
         649 	0.54673154 	0.45491048 	0.26368990 	0.14347099 	0.38793323 	0.24509644 	0.09247563 	0.07106516 	0.36465229 	0.93354521 	0.62689851 	0.81610543 	0.10319192 	0.67479649 	0.97223425 	0.92190209 	0.30045583 	0.06027096 	0.24124419 	0.70770974 	0.97696296 	0.41213969 	0.19959150 	0.16785361 	
         650 	0.40190777 	0.25506740 	0.01465416 	0.86733758 	0.09280479 	0.18694056 	0.26189084 	0.44530051 	0.04481934 	0.95284505 	0.51795896 	0.68737325 	0.12376185 	0.63943626 	0.97520984 	0.99119953 	0.01825437 	0.16247567 	0.39206874 	0.52741779 	0.98903463 	0.85036712 	0.73756181 	0.62890329 	
         651 	0.51760637 	0.52624285 	0.09871776 	0.80389532 	0.55112571 	0.05647867 	0.97226799 	0.00307789 	0.14630681 	0.17671598 	0.02805355 	0.70764505 	0.02677112 	0.41239907 	0.95445015 	0.98328232 	0.41595255 	0.44000208 	0.47346001 	0.54002338 	0.79974551 	0.92410886 	0.75386045 	0.06527093 	
         652 	0.38974734 	0.10175369 	0.12909297 	0.00304815 	0.04735619 	0.11350150 	0.99550815 	0.30812283 	0.27572130 	0.00005947 	0.28445987 	0.25071915 	0.40042577 	0.70058488 	0.95688845 	0.99701465 	0.84401887 	0.65915132 	0.78637572 	0.31864955 	0.39189204 	0.78251245 	0.69192158 	0.10788945 	
         653 	0.08542538 	0.20825004 	0.11978845 	0.07967520 	0.39924912 	0.17740662 	0.99559485 	0.28248568 	0.49052079 	0.37896134 	0.41419016 	0.45107542 	0.28082025 	0.75966107 	0.92313238 	0.99871369 	0.06763229 	0.36872236 	0.83561107 	0.35237302 	0.76768772 	0.67922076 	0.33850145 	0.13457675 	
         654 	0.22367296 	0.60422461 	0.05689327 	0.25354814 	0.67519362 	0.18495715 	0.99942317 	0.76864854 	0.29638317 	0.70154190 	0.23795848 	0.63344406 	0.12405414 	0.10818965 	0.88783722 	0.99977798 	0.38620590 	0.05903493 	0.22331225 	0.82648757 	0.13728109 	0.40000519 	0.20778911 	0.40531680 	
         655 	0.55202774 	0.10534965 	0.05093687 	0.34725180 	0.77516446 	0.05811626 	0.99562348 	0.45810791 	0.11109303 	0.20649004 	0.31330230 	0.26168487 	0.40031822 	0.33224620 	0.68182031 	0.99983412 	0.68711589 	0.46292491 	0.27374001 	0.92632227 	0.64386405 	0.52446627 	0.30783204 	0.64066481 	
         656 	0.00575044 	0.30027363 	0.02546722 	0.04659298 	0.00359005 	0.56604153 	0.94319927 	0.62037472 	0.39148041 	0.74672057 	0.03392971 	0.20717614 	0.64619587 	0.35426814 	0.48192451 	0.99979907 	0.26776320 	0.17249336 	0.14194898 	0.87629428 	0.58805919 	0.58689503 	0.08862819 	0.37276137 	
         657 	0.56732045 	0.18140277 	0.38317873 	0.54469085 	0.72776407 	0.22903814 	0.95379509 	0.18338678 	0.25421431 	0.64938615 	0.53325062 	0.81665680 	0.95951820 	0.32873883 	0.09850361 	0.99953063 	0.69616713 	0.44679418 	0.47536421 	0.51791179 	0.78955584 	0.12260829 	0.45309568 	0.29303198 	
         658 	0.23000102 	0.57912734 	0.52546948 	0.38493326 	0.87499866 	0.84295222 	0.97827431 	0.08141973 	0.53108135 	0.67400901 	0.47041670 	0.91429539 	0.96893618 	0.68650676 	0.35668677 	0.99925724 	0.83305918 	0.73234350 	0.08817916 	0.96981122 	0.31888546 	0.90989375 	0.70566873 	0.22300435 	
         659 	0.73344615 	0.77040974 	0.90754249 	0.01131043 	0.90860854 	0.40046417 	0.92766955 	0.61446010 	0.26430161 	0.56770323 	0.57025264 	0.93679247 	0.99535795 	0.41173392 	0.65974852 	0.99725075 	0.59551039 	0.11800739 	0.20369030 	0.78876278 	0.07389679 	0.66665300 	0.75152119 	0.03156054 	
         660 	0.01666289 	0.25707853 	0.68424290 	0.44818895 	0.38392223 	0.67051821 	0.88220480 	0.41754414 	0.74235454 	0.82230121 	0.18100465 	0.96038130 	0.98621227 	0.50588128 	0.66730849 	0.99705121 	0.31532929 	0.32756215 	0.36501375 	0.90503597 	0.13177549 	0.24739399 	0.48184310 	0.40658567 	
         661 	0.56590560 	0.21266550 	0.33232649 	0.46505738 	0.39697147 	0.15762922 	0.90783944 	0.31148063 	0.91830049 	0.77927879 	0.03128598 	0.63403990 	0.97236685 	0.30055477 	0.43027585 	0.99390350 	0.62725901 	0.57102380 	0.48214781 	0.88661250 	0.02155391 	0.09474221 	0.80164555 	0.95991901 	
         662 	0.65501014 	0.24798319 	0.47178657 	0.52125287 	0.62942552 	0.35208251 	0.71382742 	0.84302070 	0.90970053 	0.14101570 	0.31800229 	0.64840812 	0.93605692 	0.36012128 	0.45614688 	0.93339000 	0.76814329 	0.87588501 	0.37638547 	0.73598759 	0.24501985 	0.65269117 	0.84013432 	0.99358477 	
         663 	0.85760026 	0.44685643 	0.63112232 	0.73640298 	0.58947135 	0.49095654 	0.49576844 	0.41241373 	0.93320244 	0.71521946 	0.68172352 	0.14617228 	0.88236011 	0.05362404 	0.76285057 	0.86875661 	0.74934444 	0.51183564 	0.29960204 	0.56666244 	0.36165413 	0.94397252 	0.09286620 	0.98613152 	
         664 	0.80229256 	0.33364961 	0.46911684 	0.30980852 	0.09077383 	0.81949211 	0.08948765 	0.46928528 	0.64466862 	0.70076853 	0.88116062 	0.06298742 	0.99502218 	0.62460145 	0.46869612 	0.66497476 	0.02746139 	0.60174139 	0.35329095 	0.33284744 	0.69573333 	0.98490518 	0.59457535 	0.95766800 	
         665 	0.55804621 	0.32079551 	0.68070354 	0.61910917 	0.63905993 	0.16162288 	0.56251767 	0.39753169 	0.35804895 	0.81519350 	0.77097705 	0.53068529 	0.98882603 	0.46580089 	0.52956268 	0.43545010 	0.55885492 	0.45436210 	0.16946123 	0.85031560 	0.41532322 	0.97422294 	0.47621843 	0.94932868 	
         666 	0.32141652 	0.02006067 	0.54813113 	0.31230602 	0.65154673 	0.13067933 	0.22420641 	0.23778737 	0.57823861 	0.96314223 	0.66399429 	0.43439344 	0.99092681 	0.61306148 	0.96995816 	0.92501984 	0.76338466 	0.02802185 	0.55959241 	0.34530807 	0.22575711 	0.70531434 	0.69601788 	0.84640076 	
         667 	0.41508106 	0.01806990 	0.73707195 	0.07215795 	0.76232560 	0.01485189 	0.24961513 	0.09248554 	0.17632612 	0.97408126 	0.84383509 	0.29768791 	0.99124228 	0.82718536 	0.93258084 	0.79272729 	0.23201473 	0.34949560 	0.39835388 	0.11751686 	0.09829891 	0.67879742 	0.61281559 	0.42620304 	
         668 	0.43835273 	0.41668184 	0.46673449 	0.47058395 	0.24022369 	0.83654190 	0.16339063 	0.31533451 	0.28103304 	0.78590269 	0.07382265 	0.32165702 	0.99459518 	0.52530630 	0.61064505 	0.80940857 	0.51645396 	0.45911206 	0.03313747 	0.40755901 	0.11071883 	0.72551757 	0.50320104 	0.05601522 	
         669 	0.04857408 	0.57027185 	0.32249574 	0.07443188 	0.36486016 	0.97062470 	0.53143719 	0.62674031 	0.34670306 	0.83898337 	0.05451715 	0.64938243 	0.96943243 	0.69130938 	0.47588597 	0.82627622 	0.39746310 	0.01373570 	0.01298392 	0.32251321 	0.05246270 	0.20980093 	0.48034102 	0.37066451 	
         670 	0.56325794 	0.51973322 	0.44495468 	0.32826420 	0.45299637 	0.92959097 	0.06820865 	0.92990416 	0.08281965 	0.44944542 	0.33210696 	0.76534582 	0.95746833 	0.35688541 	0.28636687 	0.53746377 	0.78352064 	0.28805653 	0.23883938 	0.73852850 	0.57502191 	0.61762544 	0.55667567 	0.03638888 	
         671 	0.61344081 	0.37918664 	0.35782232 	0.38722443 	0.26097566 	0.72098385 	0.67191178 	0.83851722 	0.51045165 	0.40445585 	0.59020081 	0.00441622 	0.88086825 	0.41488472 	0.06382301 	0.15967841 	0.19187532 	0.10579902 	0.50914823 	0.40737256 	0.59490291 	0.49455120 	0.09845737 	0.42724737 	
         672 	0.79016800 	0.63611069 	0.77251559 	0.19549421 	0.02210957 	0.54889695 	0.12331834 	0.58189355 	0.63141453 	0.66756491 	0.29878361 	0.59733574 	0.86425587 	0.34382099 	0.32998688 	0.15492948 	0.12017708 	0.17623977 	0.02890680 	0.09356804 	0.91794348 	0.75969345 	0.49842799 	0.47939766 	
         673 	0.52568481 	0.95206198 	0.64893575 	0.06751164 	0.60973155 	0.09270802 	0.50745648 	0.03253364 	0.07285815 	0.56190686 	0.33879352 	0.09114582 	0.56878240 	0.82887966 	0.53686955 	0.59617171 	0.18555704 	0.46279509 	0.88300124 	0.69409405 	0.96060993 	0.65644667 	0.62365308 	0.27477736 	
         674 	0.18590463 	0.98353091 	0.84397359 	0.52404478 	0.08808918 	0.26312534 	0.00241879 	0.04971536 	0.58996706 	0.74152013 	0.49011894 	0.16406848 	0.88990879 	0.73386170 	0.13899580 	0.18986934 	0.28784609 	0.47913687 	0.75004804 	0.53429161 	0.83178897 	0.39588712 	0.25299326 	0.46874619 	
         675 	0.54911888 	0.92273700 	0.77471073 	0.64635715 	0.40766491 	0.61768068 	0.65725332 	0.75138705 	0.65434277 	0.63948810 	0.65648807 	0.12664636 	0.60750250 	0.67102883 	0.52388433 	0.30186935 	0.25355193 	0.15779770 	0.37068375 	0.46373538 	0.81828349 	0.86166917 	0.57519885 	0.33703973 	
         676 	0.88839865 	0.91384706 	0.75556583 	0.71570243 	0.22477315 	0.92581400 	0.78989698 	0.27639798 	0.02676138 	0.31286097 	0.04324286 	0.48836606 	0.52386072 	0.81943567 	0.51353300 	0.33194531 	0.77344190 	0.36133966 	0.12269323 	0.28409382 	0.82754892 	0.39887429 	0.27372477 	0.05201338 	
         677 	0.67005898 	0.62592294 	0.15355773 	0.60888408 	0.12808277 	0.44096685 	0.69297361 	0.48724623 	0.14470951 	0.24733525 	0.52538650 	0.42963592 	0.43589405 	0.80661121 	0.83039727 	0.64975960 	0.80370553 	0.56832167 	0.51410966 	0.25739747 	0.90901632 	0.36452900 	0.81167329 	0.29213981 	
         678 	0.94255326 	0.13136444 	0.92200802 	0.54699349 	0.28188583 	0.61854405 	0.83826696 	0.79136354 	0.60410178 	0.64499874 	0.69577912 	0.72922870 	0.89674568 	0.78204835 	0.91631081 	0.22839516 	0.33321608 	0.55662370 	0.39011462 	0.10768122 	0.88302056 	0.22867219 	0.88403548 	0.76508849 	
         679 	0.95013306 	0.14114010 	0.83693953 	0.88697121 	0.17853453 	0.30154490 	0.57886006 	0.33358995 	0.48709006 	0.33945220 	0.07867980 	0.90971647 	0.87849536 	0.57503561 	0.70177818 	0.36750360 	0.38298344 	0.19362238 	0.58385324 	0.54169858 	0.64402171 	0.40718189 	0.90378020 	0.93973959 	
         680 	0.98703023 	0.07503366 	0.09831053 	0.74732323 	0.58979140 	0.39402952 	0.26967235 	0.01163191 	0.19900501 	0.05930232 	0.78303973 	0.86111731 	0.85229243 	0.02477516 	0.86201354 	0.29670554 	0.78131037 	0.54644962 	0.50634317 	0.04406580 	0.36887344 	0.58178134 	0.77636123 	0.97923817 	
         681 	0.98976336 	0.01758788 	0.71846593 	0.71796975 	0.90463735 	0.41537478 	0.48691724 	0.28509464 	0.90463770 	0.20247299 	0.76821377 	0.88234206 	0.15024972 	0.71774843 	0.75671387 	0.04221275 	0.16461336 	0.75581533 	0.27144038 	0.74846020 	0.04854078 	0.90036488 	0.78274851 	0.59056167 	
         682 	0.96952952 	0.02426823 	0.83152118 	0.90358852 	0.25191171 	0.28020554 	0.81729857 	0.79256349 	0.92288231 	0.61757260 	0.83754038 	0.83219833 	0.64959163 	0.42551044 	0.87937303 	0.30770383 	0.50764844 	0.48600992 	0.05783305 	0.67051787 	0.43421454 	0.22053967 	0.25216474 	0.71717692 	
         683 	0.91293779 	0.39153572 	0.86462984 	0.29478115 	0.65703531 	0.13169259 	0.86674843 	0.93465102 	0.87294489 	0.29209647 	0.46709317 	0.40946416 	0.16767258 	0.65616626 	0.51939027 	0.34510254 	0.64436789 	0.33648725 	0.50262742 	0.21514038 	0.64473852 	0.33406396 	0.15151035 	0.86161104 	
         684 	0.51469739 	0.36860940 	0.22485271 	0.16210411 	0.22781697 	0.25493748 	0.93557593 	0.91347335 	0.41639422 	0.20561617 	0.47327972 	0.02899494 	0.44503083 	0.71568205 	0.12507504 	0.85006294 	0.25872148 	0.64942217 	0.52689464 	0.29057472 	0.68176328 	0.10733120 	0.18266240 	0.86828855 	
         685 	0.02488863 	0.70611608 	0.37098997 	0.03544140 	0.24574635 	0.08485571 	0.87791585 	0.22748327 	0.83561308 	0.25894049 	0.15056699 	0.02138496 	0.05447745 	0.14134318 	0.21655186 	0.87825134 	0.05694682 	0.15936607 	0.19548154 	0.42730239 	0.49428080 	0.39185925 	0.67237868 	0.89382220 	
         686 	0.34545695 	0.09914699 	0.90078962 	0.09226010 	0.71406800 	0.58084609 	0.92072795 	0.56136838 	0.88942507 	0.13911068 	0.02829486 	0.46844194 	0.47648362 	0.20677093 	0.57998367 	0.80526965 	0.08973891 	0.62924442 	0.57526146 	0.27171995 	0.83059731 	0.00172249 	0.56518458 	0.03508450 	
