#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:46:41]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	luvian   	hittite   	oldirish   	welsh   	umbrian   	latin   	oscan   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         573 	0.59836747 	0.30031967 	0.22763885 	0.61294196 	0.83289676 	0.31413274 	0.62053141 	0.63322320 	0.92704604 	0.76870633 	0.37122849 	0.09285901 	0.66157094 	0.72218624 	0.76627564 	0.67957841 	0.37475690 	0.91982910 	0.06969069 	0.62448922 	0.97621303 	0.36383050 	0.30055469 	0.97336376 	
         574 	0.94593828 	0.21562751 	0.17384408 	0.09476551 	0.56748491 	0.02942932 	0.88475862 	0.71458309 	0.98637487 	0.00063915 	0.67943377 	0.65408751 	0.10790475 	0.56730265 	0.70347632 	0.74435768 	0.09226462 	0.90895734 	0.90473362 	0.41396809 	0.95805705 	0.33911412 	0.67185388 	0.98751967 	
         575 	0.93791038 	0.26050133 	0.54141555 	0.21086199 	0.87315457 	0.12615255 	0.73756491 	0.85592196 	0.89202700 	0.46260380 	0.85484714 	0.28556766 	0.08205793 	0.10270550 	0.08485200 	0.93231412 	0.11011735 	0.66768533 	0.76199787 	0.71757249 	0.97933050 	0.34210097 	0.14679327 	0.99706162 	
         576 	0.87871382 	0.21164031 	0.84814852 	0.84390075 	0.20335434 	0.91860505 	0.73083995 	0.87240010 	0.90856221 	0.38254770 	0.59459656 	0.06782467 	0.47553105 	0.03453811 	0.56897866 	0.90007840 	0.55955330 	0.14815353 	0.67462690 	0.03230975 	0.98707974 	0.56684658 	0.50557193 	0.97608876 	
         577 	0.71673235 	0.36404128 	0.79697392 	0.81780619 	0.02794758 	0.93162616 	0.73878730 	0.79372477 	0.84142596 	0.11160974 	0.44711279 	0.84940132 	0.77131063 	0.55522669 	0.29450322 	0.92761924 	0.18266171 	0.14718146 	0.74000535 	0.73611358 	0.98588854 	0.36870669 	0.78168722 	0.99097488 	
         578 	0.93639289 	0.35160696 	0.71346738 	0.69076499 	0.01438310 	0.81581807 	0.59831878 	0.66240105 	0.70461530 	0.31602340 	0.38885386 	0.64623021 	0.33949300 	0.70383649 	0.20223825 	0.17610191 	0.45156271 	0.04821838 	0.92331535 	0.78346503 	0.97240835 	0.22146490 	0.88078678 	0.44939682 	
         579 	0.91602229 	0.39550326 	0.92788754 	0.94542083 	0.86928032 	0.78625068 	0.06209448 	0.04096522 	0.52918754 	0.60713111 	0.04028776 	0.89653209 	0.71981195 	0.37630409 	0.61689258 	0.14602821 	0.29164890 	0.15248279 	0.93344669 	0.55018101 	0.99185720 	0.19446829 	0.82892932 	0.65478664 	
         580 	0.91650699 	0.16376072 	0.92359791 	0.55393626 	0.76618654 	0.20525010 	0.14960990 	0.40133426 	0.58726592 	0.26487478 	0.48707358 	0.78158335 	0.38408803 	0.48799241 	0.29315179 	0.35730978 	0.03177151 	0.92098329 	0.93298275 	0.49702258 	0.96178144 	0.23864872 	0.39590432 	0.51198715 	
         581 	0.80252851 	0.18728284 	0.91617518 	0.08863877 	0.73088098 	0.35313638 	0.60007296 	0.61386014 	0.26065402 	0.70767789 	0.12182596 	0.89181924 	0.38975345 	0.05472278 	0.34018424 	0.48435448 	0.47640962 	0.90333931 	0.79302820 	0.30063737 	0.88815625 	0.66494494 	0.48455352 	0.49224172 	
         582 	0.07995497 	0.61882820 	0.73473530 	0.37549915 	0.24355478 	0.16676984 	0.85561631 	0.11217752 	0.78016933 	0.50387249 	0.22137513 	0.82273008 	0.61516590 	0.31277352 	0.73693425 	0.63605633 	0.19563279 	0.92473365 	0.42286603 	0.55839685 	0.84188712 	0.48958147 	0.16452514 	0.46006299 	
         583 	0.60929777 	0.24986791 	0.98730454 	0.19540783 	0.06937572 	0.37768730 	0.76266682 	0.54012580 	0.82092984 	0.17168991 	0.86021276 	0.83277455 	0.17938381 	0.07467134 	0.27398145 	0.58383447 	0.02402943 	0.62394249 	0.16363160 	0.25724519 	0.05618563 	0.27200364 	0.73598367 	0.06376392 	
         584 	0.82709728 	0.32141729 	0.98638224 	0.43253610 	0.84379646 	0.81729877 	0.73580808 	0.43061850 	0.91108106 	0.18868396 	0.79171515 	0.91944443 	0.58496329 	0.50413683 	0.26630452 	0.91885789 	0.59680633 	0.70729185 	0.46962129 	0.01874925 	0.21130956 	0.15266904 	0.95490777 	0.69820440 	
         585 	0.93949721 	0.03931838 	0.98722257 	0.10058651 	0.81137285 	0.78621149 	0.68486972 	0.64594667 	0.80171513 	0.03641656 	0.13563218 	0.81938427 	0.11883979 	0.30614889 	0.24548135 	0.13231175 	0.85016623 	0.26420536 	0.09954641 	0.69836228 	0.79584187 	0.20890906 	0.98532177 	0.49223228 	
         586 	0.89911570 	0.26187978 	0.90994745 	0.15873317 	0.55199491 	0.83521377 	0.08013810 	0.20007647 	0.75261517 	0.30430195 	0.33497156 	0.35580669 	0.36380659 	0.41869881 	0.47870550 	0.14613666 	0.95394030 	0.02253051 	0.67651005 	0.52754370 	0.06761693 	0.08683924 	0.98915185 	0.65891437 	
         587 	0.25594673 	0.16861912 	0.93368152 	0.31798393 	0.88500999 	0.87244044 	0.28497110 	0.05525865 	0.35880787 	0.37215528 	0.79860038 	0.65022231 	0.82273868 	0.24374833 	0.26344558 	0.40564839 	0.98104225 	0.11744217 	0.75361523 	0.36946887 	0.43311773 	0.75470704 	0.98159782 	0.13007063 	
         588 	0.34113675 	0.43233958 	0.96571285 	0.18988136 	0.84466526 	0.66802496 	0.55128793 	0.67630680 	0.22315996 	0.45108544 	0.05959798 	0.53580578 	0.72087906 	0.84820563 	0.88159733 	0.42099921 	0.97688335 	0.49652625 	0.79035247 	0.40862525 	0.67425263 	0.20535000 	0.81180059 	0.05952856 	
         589 	0.36873959 	0.52547292 	0.87480324 	0.33996022 	0.89389447 	0.21996128 	0.29468917 	0.23773837 	0.14140046 	0.15857154 	0.03767424 	0.13401043 	0.78710796 	0.60223346 	0.75548319 	0.18904416 	0.97852493 	0.37412636 	0.40317044 	0.72837050 	0.36537366 	0.78032046 	0.63492663 	0.56962014 	
         590 	0.39852488 	0.88071791 	0.74864245 	0.88748321 	0.58951486 	0.46559458 	0.17032896 	0.55616471 	0.00578829 	0.18566965 	0.32677114 	0.93642398 	0.89828790 	0.76217415 	0.84627751 	0.47845308 	0.94926033 	0.18396027 	0.54116761 	0.70141822 	0.42464808 	0.73476178 	0.70257026 	0.38839231 	
         591 	0.23914047 	0.68852371 	0.96830329 	0.65920516 	0.22921412 	0.09494542 	0.15943466 	0.80190208 	0.25610054 	0.61327145 	0.64405291 	0.94938536 	0.95293887 	0.85170051 	0.96829343 	0.37051146 	0.89988701 	0.49603093 	0.99208200 	0.84724171 	0.24644332 	0.12824989 	0.83721921 	0.80162944 	
         592 	0.85988513 	0.72959285 	0.68996644 	0.49469972 	0.51984877 	0.37948513 	0.48219854 	0.52211624 	0.32448604 	0.53101158 	0.63787918 	0.96091295 	0.97394016 	0.63250626 	0.99224343 	0.45463236 	0.69626313 	0.29292744 	0.98322828 	0.28183059 	0.63540757 	0.20353948 	0.94662091 	0.85070714 	
         593 	0.97179652 	0.66849688 	0.97419947 	0.57098162 	0.91276368 	0.45812663 	0.74734651 	0.06421688 	0.50675694 	0.66980745 	0.45662970 	0.90233387 	0.98244249 	0.35405435 	0.99895467 	0.04542187 	0.26670697 	0.02309045 	0.90932134 	0.40658447 	0.63922095 	0.17233797 	0.08899786 	0.70912449 	
         594 	0.95777587 	0.13100086 	0.82002419 	0.66999642 	0.45632491 	0.89974909 	0.89551230 	0.49524469 	0.42016928 	0.72946005 	0.32237144 	0.98327583 	0.99790798 	0.57528239 	0.99409475 	0.31666667 	0.06583603 	0.70746851 	0.50696073 	0.62055786 	0.69543926 	0.27830341 	0.03923696 	0.21985693 	
         595 	0.97535887 	0.55056724 	0.78513596 	0.22723380 	0.21156788 	0.97468750 	0.87131106 	0.92844957 	0.25447544 	0.30312793 	0.45733679 	0.80691874 	0.99809118 	0.62354020 	0.93422347 	0.51854693 	0.87809523 	0.50584098 	0.26994041 	0.37874167 	0.62603843 	0.32449360 	0.21188314 	0.26931596 	
         596 	0.95227531 	0.36871225 	0.76244651 	0.08130570 	0.14540464 	0.93347103 	0.90100026 	0.86544601 	0.58654357 	0.14983318 	0.03972658 	0.42278934 	0.99335823 	0.32525589 	0.93675548 	0.74419287 	0.33004841 	0.30754341 	0.45237924 	0.22927496 	0.44268322 	0.48270034 	0.09376312 	0.46485535 	
         597 	0.92959503 	0.14591228 	0.70860007 	0.12366937 	0.21687614 	0.61323798 	0.58263348 	0.70623839 	0.26251581 	0.15098479 	0.25316555 	0.56974021 	0.98760063 	0.11632272 	0.79254761 	0.85155120 	0.02162471 	0.85490475 	0.49813957 	0.49498410 	0.08886943 	0.01556225 	0.30936872 	0.64620834 	
         598 	0.92473168 	0.87334905 	0.39870525 	0.27086842 	0.29421658 	0.56207480 	0.91049890 	0.26332477 	0.73334032 	0.31973618 	0.68275587 	0.25678082 	0.94727045 	0.62786730 	0.72668695 	0.96085593 	0.11240471 	0.23265662 	0.73337672 	0.08147318 	0.63890437 	0.63109212 	0.60427808 	0.00106723 	
         599 	0.91593624 	0.91162806 	0.84268588 	0.07336697 	0.33565870 	0.27952093 	0.07100056 	0.29397115 	0.20722387 	0.60025473 	0.44110335 	0.40077921 	0.85633852 	0.14895848 	0.74590857 	0.88803208 	0.14832213 	0.56139473 	0.33662853 	0.63590191 	0.39170449 	0.43859773 	0.55282744 	0.18726982 	
         600 	0.75957848 	0.96615171 	0.71535509 	0.00904773 	0.50087938 	0.73160448 	0.28703814 	0.17155975 	0.56393435 	0.35842818 	0.71580089 	0.29688412 	0.80978485 	0.02476148 	0.75579835 	0.86858122 	0.68912185 	0.85167033 	0.28336179 	0.45275334 	0.23312857 	0.34047829 	0.13227924 	0.17465121 	
         601 	0.53553577 	0.98930166 	0.82018822 	0.02717122 	0.76829285 	0.09970301 	0.03893329 	0.30629543 	0.21904679 	0.47465597 	0.29728138 	0.66244023 	0.82072376 	0.31626757 	0.49145042 	0.82955498 	0.75172282 	0.05916292 	0.23661522 	0.25621854 	0.19362098 	0.69671673 	0.18287161 	0.89748431 	
         602 	0.30605319 	0.98838032 	0.88583007 	0.12044605 	0.48676927 	0.49556321 	0.22704089 	0.08500340 	0.48012717 	0.17462474 	0.03883865 	0.79407105 	0.97459752 	0.50935347 	0.19357819 	0.66464819 	0.35493862 	0.85044362 	0.23664798 	0.37553344 	0.00654105 	0.38422805 	0.01065101 	0.86712923 	
         603 	0.50195090 	0.95670486 	0.56062219 	0.24603438 	0.76993683 	0.18710576 	0.30844188 	0.50590341 	0.69166000 	0.84772806 	0.00630170 	0.16893681 	0.97999415 	0.31809724 	0.46183109 	0.64742464 	0.08704703 	0.14786916 	0.33698002 	0.27013756 	0.46556233 	0.37328012 	0.67557641 	0.16838979 	
         604 	0.15594510 	0.85320305 	0.62158752 	0.48695155 	0.45860253 	0.62129320 	0.33060981 	0.77835777 	0.48745470 	0.40795557 	0.37719469 	0.54771137 	0.90388529 	0.64073803 	0.58101775 	0.38177046 	0.60000382 	0.34284923 	0.19050815 	0.28629800 	0.09447436 	0.32728993 	0.11356532 	0.06134623 	
         605 	0.04207018 	0.67585167 	0.04499717 	0.07690394 	0.52636379 	0.72423091 	0.15137273 	0.94200064 	0.49478836 	0.38141497 	0.49706855 	0.78060489 	0.76439364 	0.83029362 	0.38674609 	0.35874086 	0.03557863 	0.73176849 	0.35464805 	0.25479825 	0.37216011 	0.86207275 	0.26595015 	0.05146926 	
         606 	0.48010212 	0.14510862 	0.51621788 	0.50446299 	0.40042027 	0.34728525 	0.31217476 	0.93990402 	0.21730349 	0.53620533 	0.32339696 	0.85073955 	0.86732723 	0.31752802 	0.04418635 	0.75445358 	0.31081929 	0.70276707 	0.41390894 	0.35431579 	0.73016204 	0.50772246 	0.07605581 	0.77675945 	
         607 	0.01250475 	0.02183854 	0.41460655 	0.00048966 	0.17171021 	0.21589691 	0.58952665 	0.84607369 	0.75971733 	0.62039296 	0.15954126 	0.40844330 	0.75880956 	0.44236400 	0.57965398 	0.13644724 	0.26254284 	0.81342303 	0.33455118 	0.70451036 	0.73796669 	0.92497707 	0.61823376 	0.58565858 	
         608 	0.42051913 	0.00287416 	0.01121412 	0.20235057 	0.05993248 	0.09917376 	0.88739442 	0.61890220 	0.32321851 	0.37134351 	0.54841995 	0.43695997 	0.60323257 	0.41338980 	0.06619720 	0.19619553 	0.66051582 	0.19993532 	0.78144209 	0.52351054 	0.74859458 	0.30583347 	0.30301565 	0.51084701 	
         609 	0.20262075 	0.69685219 	0.41792919 	0.62379723 	0.02018660 	0.56851875 	0.95732538 	0.39596383 	0.52265071 	0.72626485 	0.84070650 	0.87137766 	0.00938104 	0.26316976 	0.40310638 	0.69383564 	0.55155250 	0.75581927 	0.76628849 	0.51501031 	0.76029355 	0.44867533 	0.68022939 	0.79181257 	
         610 	0.25916612 	0.03895815 	0.12658361 	0.39084447 	0.51354866 	0.54411619 	0.96665081 	0.42388776 	0.50835759 	0.17032329 	0.07759439 	0.90776184 	0.60760128 	0.53354024 	0.82813923 	0.82967222 	0.70656964 	0.24600851 	0.76720306 	0.87407020 	0.80767197 	0.51319711 	0.64057418 	0.45270440 	
         611 	0.09560467 	0.88899052 	0.52234689 	0.16574406 	0.14235576 	0.13264175 	0.60353441 	0.37024300 	0.69004894 	0.47876508 	0.16882882 	0.69826257 	0.30827546 	0.42733007 	0.96857179 	0.64262522 	0.85098470 	0.80718351 	0.43096339 	0.55568588 	0.36157830 	0.94014096 	0.56973219 	0.38593664 	
         612 	0.22179522 	0.33212708 	0.46167062 	0.39429834 	0.31710557 	0.94374806 	0.67310014 	0.43267884 	0.70319022 	0.10946022 	0.53385604 	0.81556777 	0.60895068 	0.48502781 	0.94651881 	0.85485008 	0.56223557 	0.41932576 	0.91577843 	0.50441378 	0.59294513 	0.67833587 	0.62475825 	0.63616167 	
         613 	0.76818799 	0.62679702 	0.10068151 	0.44383133 	0.81243835 	0.39829550 	0.15255695 	0.53295393 	0.15478420 	0.00473479 	0.26203896 	0.83484009 	0.05505737 	0.84109337 	0.96847442 	0.88411385 	0.28406606 	0.80397143 	0.94562168 	0.25522283 	0.44091009 	0.22537319 	0.03699291 	0.54885201 	
         614 	0.97523579 	0.92058110 	0.33398419 	0.52684510 	0.54405425 	0.75754503 	0.80068225 	0.29482650 	0.26409642 	0.59445731 	0.44664652 	0.01649109 	0.09069238 	0.84884190 	0.93817867 	0.88656453 	0.36643075 	0.92504541 	0.95316500 	0.27549640 	0.09580307 	0.40023128 	0.04750094 	0.72890985 	
         615 	0.86661278 	0.70870440 	0.15856411 	0.32204987 	0.07619983 	0.82581028 	0.74300275 	0.37183529 	0.78511612 	0.70957521 	0.50648963 	0.33157555 	0.15531315 	0.32292871 	0.25118176 	0.78030269 	0.24151606 	0.78735877 	0.91639491 	0.52810220 	0.17506842 	0.81183820 	0.03483807 	0.03819922 	
         616 	0.76870755 	0.86645132 	0.50140508 	0.85174017 	0.36975157 	0.94638666 	0.85307638 	0.41778396 	0.01124581 	0.37280452 	0.82987765 	0.58127334 	0.64234591 	0.04195285 	0.28597445 	0.39342674 	0.18658216 	0.41490060 	0.94168667 	0.77420896 	0.44195381 	0.84434978 	0.12054965 	0.08004270 	
         617 	0.76420333 	0.98398845 	0.56795137 	0.75302787 	0.57423633 	0.97407270 	0.93050732 	0.45902000 	0.22424839 	0.65793436 	0.90247943 	0.00171439 	0.52523579 	0.14404038 	0.24535919 	0.84732826 	0.36745831 	0.72784110 	0.71683772 	0.90908632 	0.13118234 	0.88575815 	0.54351098 	0.18106287 	
         618 	0.75964857 	0.99632120 	0.38408373 	0.75133625 	0.45873250 	0.98431986 	0.86401487 	0.60669160 	0.19092944 	0.13145163 	0.63163112 	0.34859759 	0.04625418 	0.44428635 	0.72148351 	0.88812748 	0.15972150 	0.63755526 	0.66580558 	0.36991127 	0.63997419 	0.24428827 	0.05546084 	0.71551527 	
         619 	0.53113044 	0.99831208 	0.35736969 	0.60590817 	0.38055013 	0.98365813 	0.86970676 	0.43140934 	0.22566125 	0.63577973 	0.35109881 	0.54300949 	0.48496981 	0.65773134 	0.06610281 	0.36085856 	0.45630568 	0.74613743 	0.34192434 	0.56610720 	0.02924543 	0.58582537 	0.08569620 	0.91348274 	
         620 	0.08017465 	0.98614727 	0.42797387 	0.27478829 	0.09852938 	0.96120533 	0.22602468 	0.12056438 	0.60729015 	0.91959144 	0.57337636 	0.47487381 	0.54124530 	0.26091778 	0.07973342 	0.01585499 	0.88163989 	0.69132091 	0.10279951 	0.62582811 	0.37416423 	0.30830673 	0.11635246 	0.67958122 	
         621 	0.78935159 	0.98119807 	0.05464793 	0.39026535 	0.46170429 	0.90722674 	0.45052480 	0.58842139 	0.78708416 	0.91996980 	0.69252442 	0.68734985 	0.59658556 	0.01094697 	0.72255116 	0.56849146 	0.62594489 	0.23542684 	0.50922311 	0.33729058 	0.08330992 	0.30635203 	0.41137146 	0.84523080 	
         622 	0.49127673 	0.97167267 	0.40596167 	0.35428436 	0.48225246 	0.61282999 	0.38984331 	0.76828466 	0.84314983 	0.90598718 	0.13007666 	0.77231250 	0.31776697 	0.29812436 	0.90368328 	0.44948017 	0.19454854 	0.59901455 	0.24094648 	0.19204559 	0.10703218 	0.12675828 	0.12006021 	0.79113838 	
         623 	0.53537947 	0.98712866 	0.56949116 	0.63558816 	0.22170908 	0.65147816 	0.10379171 	0.75212270 	0.90901244 	0.83563330 	0.05700341 	0.86351821 	0.12201046 	0.00088588 	0.93914314 	0.00662501 	0.32319531 	0.80345190 	0.22894872 	0.33149823 	0.46280294 	0.55669248 	0.69005145 	0.33787912 	
         624 	0.75425823 	0.94794645 	0.17177315 	0.77622395 	0.89286659 	0.28000673 	0.27309251 	0.68784389 	0.42984269 	0.61728239 	0.19748811 	0.79197526 	0.46849272 	0.31693261 	0.78370697 	0.70902199 	0.24398936 	0.86460578 	0.86092939 	0.59867805 	0.09529451 	0.82858066 	0.80494855 	0.33527948 	
         625 	0.93819991 	0.85087020 	0.49657882 	0.21940332 	0.89227843 	0.09101776 	0.06717131 	0.89106090 	0.17375478 	0.34754017 	0.63964574 	0.84911461 	0.43426126 	0.28817261 	0.74114845 	0.33233265 	0.54500720 	0.82384932 	0.87010718 	0.25178053 	0.32298273 	0.78255736 	0.01167819 	0.53634181 	
         626 	0.96617536 	0.48191905 	0.81765255 	0.53624588 	0.87406639 	0.34620641 	0.08353888 	0.90566331 	0.58387975 	0.06374923 	0.02958160 	0.83385554 	0.55194246 	0.47716915 	0.28208063 	0.63811829 	0.63598755 	0.82361222 	0.90017899 	0.44180854 	0.42807807 	0.86010171 	0.64299740 	0.36837227 	
         627 	0.97394787 	0.91126226 	0.19203606 	0.00018903 	0.83408304 	0.17689033 	0.22411635 	0.84225887 	0.22498796 	0.17708964 	0.72621557 	0.36659931 	0.12108592 	0.24928784 	0.46077838 	0.35482707 	0.70253206 	0.69297190 	0.96022246 	0.12030561 	0.26320737 	0.48802594 	0.60193762 	0.86315235 	
         628 	0.98803638 	0.82531627 	0.03584837 	0.86167687 	0.93156434 	0.00976387 	0.08338525 	0.47881921 	0.01019357 	0.28982453 	0.74574856 	0.49107399 	0.40127442 	0.34385098 	0.27758832 	0.20104883 	0.09673347 	0.42006822 	0.95909011 	0.46872841 	0.27950713 	0.33612822 	0.14941260 	0.66798473 	
         629 	0.99272645 	0.60778513 	0.24859943 	0.71842838 	0.38432769 	0.57067492 	0.48078578 	0.86748912 	0.34969210 	0.34003897 	0.59137799 	0.42532621 	0.67676715 	0.62590393 	0.34276150 	0.44549681 	0.21058410 	0.09375157 	0.80983081 	0.29420988 	0.22680663 	0.24545020 	0.09013391 	0.70821165 	
         630 	0.97299056 	0.34595159 	0.57813833 	0.71314020 	0.48732900 	0.90046390 	0.08247970 	0.09633904 	0.04910832 	0.71879161 	0.75515470 	0.70449482 	0.71927532 	0.41586729 	0.47946183 	0.76641621 	0.56465968 	0.02769656 	0.88078880 	0.74014291 	0.22550147 	0.61119272 	0.00733005 	0.08070748 	
         631 	0.91359455 	0.19600069 	0.39351888 	0.49861147 	0.64729414 	0.95592823 	0.56637162 	0.64981042 	0.70158637 	0.22476004 	0.58209007 	0.56462470 	0.40206220 	0.60119620 	0.15197901 	0.65057557 	0.28543996 	0.74022850 	0.90627194 	0.06448799 	0.73135780 	0.08747626 	0.02640672 	0.67312061 	
         632 	0.95944651 	0.06354841 	0.11906598 	0.11385747 	0.13835421 	0.93759555 	0.19649982 	0.47691642 	0.76194062 	0.47098753 	0.62465405 	0.42737433 	0.72870848 	0.26621398 	0.41810859 	0.02119526 	0.80626852 	0.58627644 	0.80436192 	0.54197526 	0.66043882 	0.96042485 	0.02661857 	0.67411543 	
         633 	0.95718783 	0.73407975 	0.64115578 	0.44413184 	0.14180321 	0.93057697 	0.39735443 	0.32842330 	0.87787275 	0.66874917 	0.85521125 	0.60679694 	0.10953776 	0.32083489 	0.79892625 	0.11641417 	0.84919604 	0.87769176 	0.96044931 	0.27573103 	0.88720464 	0.93569921 	0.60704447 	0.77972747 	
         634 	0.91817134 	0.38336206 	0.67689535 	0.53892653 	0.16103238 	0.71667001 	0.67065472 	0.31584003 	0.80558810 	0.57042132 	0.31093685 	0.44779893 	0.80391525 	0.58072457 	0.89069666 	0.39796400 	0.95989080 	0.93742274 	0.93127470 	0.39731681 	0.98131991 	0.97304863 	0.54035655 	0.05500287 	
         635 	0.88976435 	0.39132044 	0.66391314 	0.10551927 	0.03501661 	0.16582189 	0.05621451 	0.75296883 	0.82312030 	0.81392534 	0.08298585 	0.84542865 	0.81844379 	0.30601812 	0.98426193 	0.27172314 	0.56054001 	0.80471302 	0.85012550 	0.19043772 	0.98415500 	0.97394729 	0.49725433 	0.90143692 	
         636 	0.96456171 	0.53665276 	0.37157158 	0.15805886 	0.07811392 	0.14915468 	0.81785228 	0.55098958 	0.74679712 	0.70242103 	0.17074939 	0.75842224 	0.95834999 	0.18366149 	0.98335271 	0.37194857 	0.69058231 	0.82594268 	0.68313185 	0.10805017 	0.96275486 	0.95358142 	0.39690053 	0.49680425 	
         637 	0.90158744 	0.47999312 	0.00862589 	0.07142763 	0.35904115 	0.64396618 	0.44274415 	0.41961541 	0.04287990 	0.15947666 	0.61818347 	0.23528267 	0.87565359 	0.06738610 	0.98563592 	0.70907272 	0.03075412 	0.34556324 	0.63940898 	0.09841731 	0.97569802 	0.96163543 	0.80640012 	0.35041063 	
         638 	0.52304152 	0.01203748 	0.53176337 	0.12364587 	0.20772966 	0.53066509 	0.01164655 	0.04059826 	0.22647791 	0.62310025 	0.77672922 	0.33881185 	0.71356395 	0.56779743 	0.98292075 	0.22884220 	0.64151108 	0.34745618 	0.73712647 	0.23036077 	0.99009832 	0.88030442 	0.36247195 	0.14628901 	
         639 	0.30492306 	0.05952829 	0.65084085 	0.72936611 	0.58905382 	0.53973627 	0.34711500 	0.71779757 	0.64381334 	0.25157525 	0.41443080 	0.15809567 	0.27423671 	0.24129737 	0.94963975 	0.87963571 	0.20491379 	0.70937708 	0.87441204 	0.33477246 	0.96393546 	0.62577741 	0.05075793 	0.43712046 	
         640 	0.75416711 	0.00502248 	0.60198269 	0.41597770 	0.12341756 	0.83276236 	0.34231388 	0.91311369 	0.57791286 	0.79214493 	0.31382584 	0.12862115 	0.68011773 	0.44059903 	0.98274209 	0.94726863 	0.66569561 	0.82179240 	0.42358277 	0.20793952 	0.90774123 	0.57540035 	0.23151009 	0.13463570 	
         641 	0.60145893 	0.06739375 	0.23028728 	0.84960473 	0.27001712 	0.76867262 	0.56855717 	0.63620855 	0.00765378 	0.38741527 	0.58820548 	0.01144296 	0.10186540 	0.50082960 	0.98550806 	0.88742718 	0.22203609 	0.85939246 	0.38598894 	0.50742127 	0.85068738 	0.80348417 	0.12790434 	0.43139062 	
         642 	0.41201963 	0.53507698 	0.71479295 	0.93503134 	0.65632388 	0.49048812 	0.27408875 	0.14410422 	0.16295591 	0.72502560 	0.16922187 	0.12032954 	0.68713569 	0.65562166 	0.99279865 	0.31962362 	0.02578868 	0.84590121 	0.29510185 	0.10082000 	0.60000818 	0.34085825 	0.20016439 	0.19733937 	
